scenario,scenario_group,protocol,round,cluster_heads,alive_nodes,dead_nodes,avg_residual_energy,generated_packets,delivered_packets,pdr_round,avg_delay_round,throughput_bits_round,avg_aoi,hazardous_generated,hazardous_delivered,hazardous_success_round
normal,evaluation,standard_leach,61,1,36,0,0.050214391903953506,36,36,1.0,1.4722222222222223,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,62,5,36,0,0.04952376059478581,36,36,1.0,1.8611111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,63,6,36,0,0.04884817958571416,36,36,1.0,1.8333333333333333,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,64,18,36,0,0.04823887368482096,36,36,1.0,1.5,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,65,1,36,0,0.04763270811583651,36,36,1.0,1.6666666666666667,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,66,1,36,0,0.047020702777735,36,36,1.0,1.6944444444444444,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,67,1,36,0,0.0464475101894491,36,36,1.0,1.6111111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,68,1,36,0,0.045781821531673615,36,36,1.0,1.8611111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,69,1,36,0,0.04513077715935261,36,36,1.0,1.75,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,70,2,36,0,0.0443991627297329,36,36,1.0,1.8611111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,71,5,36,0,0.04371596347794068,36,36,1.0,1.8611111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,72,15,36,0,0.0430938198603908,36,36,1.0,1.5833333333333333,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,73,1,36,0,0.042515597228753865,36,36,1.0,1.5555555555555556,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,74,2,36,0,0.04186594622319633,36,36,1.0,1.75,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,75,2,36,0,0.04115562088818621,36,36,1.0,1.9444444444444444,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,76,1,36,0,0.04046268461274679,36,36,1.0,1.9166666666666667,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,77,3,36,0,0.03974815931102592,36,36,1.0,1.9166666666666667,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,78,4,36,0,0.03904592960442762,36,36,1.0,1.8888888888888888,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,79,3,36,0,0.03838987578880956,36,36,1.0,1.8055555555555556,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,80,18,36,0,0.03778426138927596,36,36,1.0,1.5,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,81,1,36,0,0.03722676389797901,36,36,1.0,1.5277777777777777,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,82,2,36,0,0.03658128585823743,36,36,1.0,1.6944444444444444,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,83,1,36,0,0.03599587003082908,36,36,1.0,1.6111111111111112,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,84,2,36,0,0.03528554469581896,36,36,1.0,1.9444444444444444,144000,0.0,0,0,1.0
normal,evaluation,standard_leach,85,1,35,1,0.03460948033121871,36,35,0.9722222222222222,1.9142857142857144,140000,0.027777777777777776,0,0,1.0
normal,evaluation,standard_leach,86,2,35,1,0.034013493999045984,35,35,1.0,1.6285714285714286,140000,0.05555555555555555,0,0,1.0
normal,evaluation,standard_leach,87,5,35,1,0.03334846506176506,35,35,1.0,1.8571428571428572,140000,0.08333333333333333,0,0,1.0
normal,evaluation,standard_leach,88,16,35,1,0.032754128659274344,35,35,1.0,1.542857142857143,140000,0.1111111111111111,0,0,1.0
normal,evaluation,standard_leach,89,2,35,1,0.03214160495541312,35,35,1.0,1.6857142857142857,140000,0.1388888888888889,0,0,1.0
normal,evaluation,standard_leach,90,1,35,1,0.031554869385666956,35,35,1.0,1.6857142857142857,140000,0.16666666666666666,0,0,1.0
normal,evaluation,standard_leach,91,1,35,1,0.031004013375062176,35,35,1.0,1.542857142857143,140000,0.19444444444444445,0,0,1.0
normal,evaluation,standard_leach,92,1,35,1,0.030379187468721473,35,35,1.0,1.7142857142857142,140000,0.2222222222222222,0,0,1.0
normal,evaluation,standard_leach,93,2,35,1,0.029638603921297888,35,35,1.0,1.9428571428571428,140000,0.25,0,0,1.0
normal,evaluation,standard_leach,94,1,35,1,0.028985744922870885,35,35,1.0,1.8285714285714285,140000,0.2777777777777778,0,0,1.0
normal,evaluation,standard_leach,95,5,35,1,0.028335923687533942,35,35,1.0,1.8285714285714285,140000,0.3055555555555556,0,0,1.0
normal,evaluation,standard_leach,96,18,35,1,0.027750080182262393,35,35,1.0,1.4857142857142858,140000,0.3333333333333333,0,0,1.0
normal,evaluation,standard_leach,97,2,35,1,0.027158697349086106,35,35,1.0,1.6285714285714286,140000,0.3611111111111111,0,0,1.0
normal,evaluation,standard_leach,98,2,35,1,0.02645984100677565,35,35,1.0,1.9428571428571428,140000,0.3888888888888889,0,0,1.0
normal,evaluation,standard_leach,99,1,35,1,0.025866532192864708,35,35,1.0,1.6571428571428573,140000,0.4166666666666667,0,0,1.0
normal,evaluation,standard_leach,100,1,35,1,0.02524170628652401,35,35,1.0,1.7142857142857142,140000,0.4444444444444444,0,0,1.0
normal,evaluation,standard_leach,101,1,35,1,0.024757000478140088,35,35,1.0,1.4,140000,0.4722222222222222,0,0,1.0
normal,evaluation,standard_leach,102,1,33,3,0.024193863677307234,34,23,0.6764705882352942,1.7391304347826086,92000,0.8333333333333334,0,0,1.0
normal,evaluation,standard_leach,103,4,33,3,0.02353051485972687,33,33,1.0,1.878787878787879,132000,0.6111111111111112,0,0,1.0
normal,evaluation,standard_leach,104,17,32,4,0.0229964283493554,33,30,0.9090909090909091,1.4666666666666666,120000,0.7777777777777778,0,0,1.0
normal,evaluation,standard_leach,105,2,32,4,0.02238211549056063,32,32,1.0,1.78125,128000,0.8333333333333334,0,0,1.0
normal,evaluation,standard_leach,106,2,31,5,0.021847914141307573,32,31,0.96875,1.6451612903225807,124000,0.9722222222222222,0,0,1.0
normal,evaluation,standard_leach,107,1,31,5,0.02133137003468894,31,31,1.0,1.6774193548387097,124000,1.1111111111111112,0,0,1.0
normal,evaluation,standard_leach,108,1,31,5,0.02084172267317229,31,31,1.0,1.6129032258064515,124000,1.25,0,0,1.0
normal,evaluation,standard_leach,109,1,31,5,0.02036358270571774,31,31,1.0,1.5806451612903225,124000,1.3888888888888888,0,0,1.0
normal,evaluation,standard_leach,110,1,30,6,0.01990331655182441,31,30,0.967741935483871,1.5333333333333334,120000,1.5555555555555556,0,0,1.0
normal,evaluation,standard_leach,111,4,30,6,0.019343270421783288,30,30,1.0,1.7666666666666666,120000,1.7222222222222223,0,0,1.0
normal,evaluation,standard_leach,112,14,30,6,0.018842925228692294,30,30,1.0,1.5333333333333334,120000,1.8888888888888888,0,0,1.0
normal,evaluation,standard_leach,113,1,30,6,0.018448555274033312,30,30,1.0,1.3666666666666667,120000,2.0555555555555554,0,0,1.0
normal,evaluation,standard_leach,114,1,30,6,0.01797924715007064,30,30,1.0,1.5333333333333334,120000,2.2222222222222223,0,0,1.0
normal,evaluation,standard_leach,115,2,30,6,0.01744688188372737,30,30,1.0,1.7,120000,2.388888888888889,0,0,1.0
normal,evaluation,standard_leach,116,2,30,6,0.01684537199912885,30,30,1.0,1.9333333333333333,120000,2.5555555555555554,0,0,1.0
normal,evaluation,standard_leach,117,1,30,6,0.016399934979741553,30,30,1.0,1.4666666666666666,120000,2.7222222222222223,0,0,1.0
normal,evaluation,standard_leach,118,1,29,7,0.016234984055619375,30,9,0.3,1.0,36000,3.4722222222222223,0,0,1.0
normal,evaluation,standard_leach,119,4,28,8,0.015728527788658634,29,21,0.7241379310344828,1.8095238095238095,84000,3.5555555555555554,0,0,1.0
normal,evaluation,standard_leach,120,11,28,8,0.015256068010073636,28,28,1.0,1.6071428571428572,112000,3.3333333333333335,0,0,1.0
normal,evaluation,standard_leach,121,1,28,8,0.014832431793773566,28,28,1.0,1.5,112000,3.5555555555555554,0,0,1.0
normal,evaluation,standard_leach,122,1,28,8,0.014372018276887274,28,28,1.0,1.6071428571428572,112000,3.7777777777777777,0,0,1.0
normal,evaluation,standard_leach,123,3,27,9,0.013884245998239467,28,25,0.8928571428571429,1.72,100000,4.083333333333333,0,0,1.0
normal,evaluation,standard_leach,124,3,27,9,0.013350635205486223,27,27,1.0,1.8888888888888888,108000,4.25,0,0,1.0
normal,evaluation,standard_leach,125,2,27,9,0.012857186602862437,27,27,1.0,1.7777777777777777,108000,4.5,0,0,1.0
normal,evaluation,standard_leach,126,1,26,10,0.012488598978667493,27,20,0.7407407407407407,1.4,80000,4.944444444444445,0,0,1.0
normal,evaluation,standard_leach,127,2,26,10,0.012005689165525156,26,26,1.0,1.7307692307692308,104000,5.027777777777778,0,0,1.0
normal,evaluation,standard_leach,128,13,26,10,0.011592097030764774,26,26,1.0,1.5,104000,5.305555555555555,0,0,1.0
normal,evaluation,standard_leach,129,1,26,10,0.01119948141770281,26,26,1.0,1.5384615384615385,104000,5.583333333333333,0,0,1.0
normal,evaluation,standard_leach,130,1,26,10,0.010784673539696423,26,26,1.0,1.5769230769230769,104000,5.861111111111111,0,0,1.0
normal,evaluation,standard_leach,131,1,26,10,0.010370427132551653,26,26,1.0,1.5384615384615385,104000,6.138888888888889,0,0,1.0
normal,evaluation,standard_leach,132,1,26,10,0.009977958154187847,26,26,1.0,1.5,104000,6.416666666666667,0,0,1.0
normal,evaluation,standard_leach,133,1,26,10,0.00963769165657687,26,26,1.0,1.3076923076923077,104000,6.694444444444445,0,0,1.0
normal,evaluation,standard_leach,134,2,25,11,0.00922033666866151,26,18,0.6923076923076923,1.6111111111111112,72000,7.194444444444445,0,0,1.0
normal,evaluation,standard_leach,135,2,24,12,0.008810192971669545,25,15,0.6,1.7333333333333334,60000,7.75,0,0,1.0
normal,evaluation,standard_leach,136,14,24,12,0.008447282900246078,24,24,1.0,1.4166666666666667,96000,7.611111111111111,0,0,1.0
normal,evaluation,standard_leach,137,1,24,12,0.008109415114944552,24,24,1.0,1.4583333333333333,96000,7.944444444444445,0,0,1.0
normal,evaluation,standard_leach,138,1,24,12,0.007735524859820302,24,24,1.0,1.5416666666666667,96000,8.277777777777779,0,0,1.0
normal,evaluation,standard_leach,139,1,24,12,0.007384352431186034,24,24,1.0,1.5,96000,8.61111111111111,0,0,1.0
normal,evaluation,standard_leach,140,1,23,13,0.0072352127507023705,23,11,0.4782608695652174,1.0,44000,9.305555555555555,0,0,1.0
normal,evaluation,standard_leach,141,1,22,14,0.006843465995675751,23,19,0.8260869565217391,1.736842105263158,76000,9.5,0,0,1.0
normal,evaluation,standard_leach,142,2,22,14,0.006501885745325403,22,22,1.0,1.5,88000,9.722222222222221,0,0,1.0
normal,evaluation,standard_leach,143,2,21,15,0.006151355044463372,22,10,0.45454545454545453,1.7,40000,10.444444444444445,0,0,1.0
normal,evaluation,standard_leach,144,12,20,16,0.005876315432125849,20,19,0.95,1.368421052631579,76000,10.666666666666666,0,0,1.0
normal,evaluation,standard_leach,145,1,20,16,0.005599123933982769,20,20,1.0,1.4,80000,11.055555555555555,0,0,1.0
normal,evaluation,standard_leach,146,1,20,16,0.005296639061144201,20,20,1.0,1.5,80000,11.5,0,0,1.0
normal,evaluation,standard_leach,147,1,19,17,0.005042423206218209,20,19,0.95,1.368421052631579,76000,11.972222222222221,0,0,1.0
normal,evaluation,standard_leach,148,1,18,18,0.004911464280386819,19,11,0.5789473684210527,1.0,44000,12.666666666666666,0,0,1.0
normal,evaluation,standard_leach,149,1,17,19,0.0046707256996999895,18,16,0.8888888888888888,1.375,64000,13.055555555555555,0,0,1.0
normal,evaluation,standard_leach,150,1,17,19,0.004467908835037017,17,17,1.0,1.2352941176470589,68000,13.5,0,0,1.0
normal,evaluation,standard_leach,151,1,16,20,0.004248994984067937,17,16,0.9411764705882353,1.375,64000,14.055555555555555,0,0,1.0
normal,evaluation,standard_leach,152,9,15,21,0.0040684893019577095,16,12,0.75,1.3333333333333333,48000,14.722222222222221,0,0,1.0
normal,evaluation,standard_leach,153,1,15,21,0.0038604875980567535,15,15,1.0,1.4,60000,15.222222222222221,0,0,1.0
normal,evaluation,standard_leach,154,1,13,23,0.003675574685686937,15,13,0.8666666666666667,1.3846153846153846,52000,15.86111111111111,0,0,1.0
normal,evaluation,standard_leach,155,1,12,24,0.003537457055148113,13,12,0.9230769230769231,1.25,48000,16.52777777777778,0,0,1.0
normal,evaluation,standard_leach,156,1,11,25,0.0033805676028680724,11,11,1.0,1.4545454545454546,44000,17.22222222222222,0,0,1.0
normal,evaluation,standard_leach,157,0,10,26,0.0032904007053004055,11,10,0.9090909090909091,1.0,40000,17.944444444444443,0,0,1.0
normal,evaluation,standard_leach,158,1,10,26,0.00319179239620807,10,10,1.0,1.1,40000,18.666666666666668,0,0,1.0
normal,evaluation,standard_leach,159,1,10,26,0.003067568269431292,10,10,1.0,1.3,40000,19.38888888888889,0,0,1.0
normal,evaluation,standard_leach,160,5,10,26,0.0029073182863968284,10,10,1.0,1.5,40000,20.11111111111111,0,0,1.0
normal,evaluation,standard_leach,161,1,10,26,0.002799475053248094,10,10,1.0,1.2,40000,20.833333333333332,0,0,1.0
normal,evaluation,standard_leach,162,1,10,26,0.002659748350863472,10,10,1.0,1.4,40000,21.555555555555557,0,0,1.0
normal,evaluation,standard_leach,163,1,10,26,0.0025393165072549696,10,10,1.0,1.3,40000,22.27777777777778,0,0,1.0
normal,evaluation,standard_leach,164,0,10,26,0.0024564978118633268,10,10,1.0,1.0,40000,23.0,0,0,1.0
normal,evaluation,standard_leach,165,0,10,26,0.002373679116471685,10,10,1.0,1.0,40000,23.72222222222222,0,0,1.0
normal,evaluation,standard_leach,166,1,10,26,0.0022750708073793493,10,10,1.0,1.1,40000,24.444444444444443,0,0,1.0
normal,evaluation,standard_leach,167,1,8,28,0.0021829057932823016,10,5,0.5,1.0,20000,25.305555555555557,0,0,1.0
normal,evaluation,standard_leach,168,4,8,28,0.002054765577934842,8,8,1.0,1.5,32000,26.0,0,0,1.0
normal,evaluation,standard_leach,169,1,8,28,0.001974641276835605,8,8,1.0,1.125,32000,26.77777777777778,0,0,1.0
normal,evaluation,standard_leach,170,1,8,28,0.0018634127177054362,8,8,1.0,1.375,32000,27.555555555555557,0,0,1.0
normal,evaluation,standard_leach,171,1,8,28,0.0017707382147048182,8,8,1.0,1.25,32000,28.333333333333332,0,0,1.0
normal,evaluation,standard_leach,172,0,8,28,0.0017039230282544606,8,8,1.0,1.0,32000,29.11111111111111,0,0,1.0
normal,evaluation,standard_leach,173,0,8,28,0.001637107841804103,8,8,1.0,1.0,32000,29.88888888888889,0,0,1.0
normal,evaluation,standard_leach,174,1,7,29,0.0015564716832928125,8,7,0.875,1.1428571428571428,28000,30.694444444444443,0,0,1.0
normal,evaluation,standard_leach,175,0,6,30,0.0014992413680066426,7,6,0.8571428571428571,1.0,24000,31.52777777777778,0,0,1.0
normal,evaluation,standard_leach,176,2,5,31,0.0014055058320261722,6,5,0.8333333333333334,1.6,20000,32.388888888888886,0,0,1.0
normal,evaluation,standard_leach,177,0,5,31,0.0013645746447552335,5,5,1.0,1.0,20000,33.25,0,0,1.0
normal,evaluation,standard_leach,178,1,4,32,0.001311851884196716,5,4,0.8,1.25,16000,34.138888888888886,0,0,1.0
normal,evaluation,standard_leach,179,0,4,32,0.0012777445872527195,4,4,1.0,1.0,16000,35.02777777777778,0,0,1.0
normal,evaluation,standard_leach,180,0,4,32,0.001243637290308723,4,4,1.0,1.0,16000,35.916666666666664,0,0,1.0
normal,evaluation,standard_leach,181,0,4,32,0.0012095299933647266,4,4,1.0,1.0,16000,36.80555555555556,0,0,1.0
normal,evaluation,standard_leach,182,1,4,32,0.0011596330827200372,4,4,1.0,1.25,16000,37.69444444444444,0,0,1.0
normal,evaluation,standard_leach,183,0,3,33,0.0011295754634403437,4,3,0.75,1.0,12000,38.611111111111114,0,0,1.0
normal,evaluation,standard_leach,184,2,3,33,0.0010899848917290665,3,3,1.0,1.3333333333333333,12000,39.52777777777778,0,0,1.0
normal,evaluation,standard_leach,185,0,3,33,0.0010629816656488678,3,3,1.0,1.0,12000,40.44444444444444,0,0,1.0
normal,evaluation,standard_leach,186,0,3,33,0.0010359784395686693,3,3,1.0,1.0,12000,41.361111111111114,0,0,1.0
normal,evaluation,standard_leach,187,0,3,33,0.0010089752134884709,3,3,1.0,1.0,12000,42.27777777777778,0,0,1.0
normal,evaluation,standard_leach,188,0,3,33,0.0009819719874082722,3,3,1.0,1.0,12000,43.19444444444444,0,0,1.0
normal,evaluation,standard_leach,189,0,3,33,0.0009549687613280738,3,3,1.0,1.0,12000,44.111111111111114,0,0,1.0
normal,evaluation,standard_leach,190,1,3,33,0.0009121759215471823,3,3,1.0,1.3333333333333333,12000,45.02777777777778,0,0,1.0
normal,evaluation,standard_leach,191,0,3,33,0.0008851726954669838,3,3,1.0,1.0,12000,45.94444444444444,0,0,1.0
normal,evaluation,standard_leach,192,1,3,33,0.0008581694693867852,3,3,1.0,1.0,12000,46.861111111111114,0,0,1.0
normal,evaluation,standard_leach,193,1,3,33,0.000818578897675508,3,3,1.0,1.3333333333333333,12000,47.77777777777778,0,0,1.0
normal,evaluation,standard_leach,194,0,3,33,0.0007915756715953094,3,3,1.0,1.0,12000,48.69444444444444,0,0,1.0
normal,evaluation,standard_leach,195,0,3,33,0.0007645724455151108,3,3,1.0,1.0,12000,49.611111111111114,0,0,1.0
normal,evaluation,standard_leach,196,0,3,33,0.0007375692194349123,3,3,1.0,1.0,12000,50.52777777777778,0,0,1.0
normal,evaluation,standard_leach,197,0,3,33,0.0007105659933547137,3,3,1.0,1.0,12000,51.44444444444444,0,0,1.0
normal,evaluation,standard_leach,198,1,3,33,0.0006677731535738223,3,3,1.0,1.3333333333333333,12000,52.361111111111114,0,0,1.0
normal,evaluation,standard_leach,199,0,2,34,0.0006500953273731783,3,2,0.6666666666666666,1.0,8000,53.30555555555556,0,0,1.0
normal,evaluation,standard_leach,200,1,2,34,0.0006327938266706659,2,2,1.0,1.0,8000,54.25,0,0,1.0
normal,evaluation,standard_leach,201,1,2,34,0.0006154923259681535,2,2,1.0,1.0,8000,55.19444444444444,0,0,1.0
normal,evaluation,standard_leach,202,0,2,34,0.0005981908252656413,2,2,1.0,1.0,8000,56.138888888888886,0,0,1.0
normal,evaluation,standard_leach,203,0,2,34,0.0005808893245631289,2,2,1.0,1.0,8000,57.083333333333336,0,0,1.0
normal,evaluation,standard_leach,204,0,2,34,0.0005635878238606165,2,2,1.0,1.0,8000,58.02777777777778,0,0,1.0
normal,evaluation,standard_leach,205,0,2,34,0.0005462863231581042,2,2,1.0,1.0,8000,58.97222222222222,0,0,1.0
normal,evaluation,standard_leach,206,0,2,34,0.0005289848224555918,2,2,1.0,1.0,8000,59.916666666666664,0,0,1.0
normal,evaluation,standard_leach,207,0,2,34,0.0005116833217530794,2,2,1.0,1.0,8000,60.861111111111114,0,0,1.0
normal,evaluation,standard_leach,208,1,2,34,0.0004943818210505672,2,2,1.0,1.0,8000,61.80555555555556,0,0,1.0
normal,evaluation,standard_leach,209,1,2,34,0.0004770803203480548,2,2,1.0,1.0,8000,62.75,0,0,1.0
normal,evaluation,standard_leach,210,0,2,34,0.0004597788196455424,2,2,1.0,1.0,8000,63.69444444444444,0,0,1.0
normal,evaluation,standard_leach,211,0,2,34,0.0004424773189430301,2,2,1.0,1.0,8000,64.63888888888889,0,0,1.0
normal,evaluation,standard_leach,212,0,2,34,0.00042517581824051773,2,2,1.0,1.0,8000,65.58333333333333,0,0,1.0
normal,evaluation,standard_leach,213,0,2,34,0.0004078743175380054,2,2,1.0,1.0,8000,66.52777777777777,0,0,1.0
normal,evaluation,standard_leach,214,0,2,34,0.00039057281683549307,2,2,1.0,1.0,8000,67.47222222222223,0,0,1.0
